VSTD,VDR,VU,LSTER,Energy_Entropy,ZSTD,HZCRR,Start Time (s),End Time (s)
0.08629601,0.33398268,0.7066742,0.0,3.2996864,0.0032700373023962265,0.0,11.0,12.0
0.101283535,0.39994568,0.9453495,0.0,3.2913747,0.002965216092017211,0.02,11.5,12.5
0.11222758,0.39313403,0.9691715,0.0,3.2849243,0.004940427306082263,0.1,12.0,13.0
0.12041306,0.4438932,0.9442555,0.0,3.273843,0.004936670593498751,0.08,12.5,13.5
0.12471549,0.53064436,1.5429089,0.06,3.278089,0.003291714088670182,0.04,13.0,14.0
0.13348536,0.5886896,1.6655092,0.06,3.2375212,0.0031892141949276826,0.0,13.5,14.5
0.118552655,0.5366635,1.0180931,0.0,3.2462387,0.0031928479911244715,0.0,14.0,15.0
0.08063779,0.39397237,0.87864816,0.0,3.3099215,0.004828588403942266,0.02,14.5,15.5
0.10391052,0.47390518,0.90608186,0.02,3.2920573,0.005190701153283514,0.08,15.0,16.0
0.10770805,0.5265848,1.1812122,0.02,3.2825139,0.003967500997906748,0.06,15.5,16.5
0.09305609,0.43852898,1.5991112,0.0,3.3043432,0.004594960342590242,0.1,16.0,17.0
0.10477758,0.42279747,1.6447985,0.0,3.292763,0.0035980943975448326,0.02,16.5,17.5
0.11072256,0.49213174,1.2291523,0.02,3.2757802,0.003520119965011333,0.02,17.0,18.0
0.105965145,0.4719134,0.77135456,0.0,3.264955,0.0039846749541528285,0.02,17.5,18.5
0.08662326,0.37723273,0.64473826,0.0,3.295387,0.00402968778095692,0.04,18.0,19.0
0.107021034,0.42966166,1.1130959,0.0,3.283927,0.0046134849802003065,0.1,18.5,19.5
0.10314467,0.42966166,1.301521,0.0,3.296499,0.0054768455863144746,0.02,19.0,20.0
0.100368924,0.39231786,1.1133146,0.0,3.3014295,0.005669736029009713,0.12,19.5,20.5
0.10606935,0.41800857,1.4673632,0.0,3.2932029,0.004201245294984743,0.06,20.0,21.0
0.12630463,0.5659333,1.6330051,0.06,3.2694843,0.00399216930918929,0.02,20.5,21.5
0.1195773,0.5659333,1.2677388,0.06,3.2582247,0.004343997275317802,0.04,21.0,22.0
0.10087578,0.43764138,1.1758432,0.0,3.2908254,0.004967889970784077,0.08,21.5,22.5
0.110373475,0.47663707,1.0963302,0.02,3.2937794,0.00460095681721196,0.08,22.0,23.0
0.106274895,0.47663707,1.4019964,0.02,3.2965682,0.0037970551594519665,0.06,22.5,23.5
0.09261096,0.351445,1.3639185,0.0,3.3090003,0.004594680007409092,0.08,23.0,24.0
0.08861928,0.38288543,0.8210131,0.0,3.3040812,0.004594231363933014,0.04,23.5,24.5
0.0879348,0.3691912,0.7812723,0.0,3.2980595,0.005099956047458862,0.0,24.0,25.0
0.10463825,0.44765684,0.79614896,0.0,3.274116,0.00594696333143916,0.12,24.5,25.5
0.076870754,0.4049726,0.81825316,0.0,3.3084712,0.005787763241130427,0.1,25.0,26.0
0.07903228,0.4292164,1.1519456,0.0,3.3126929,0.005259888232760058,0.1,25.5,26.5
0.09700395,0.4458072,1.3485626,0.0,3.2953224,0.005691735675178082,0.06,26.0,27.0
0.09337523,0.42270783,1.3415624,0.0,3.3047047,0.005125759885018677,0.04,26.5,27.5
0.1028045,0.50209385,1.2869611,0.02,3.2870014,0.005331899843867664,0.08,27.0,28.0
0.10412812,0.50209385,0.94493854,0.02,3.2828953,0.005778361739060307,0.02,27.5,28.5
0.10055284,0.41772243,0.6681424,0.0,3.295093,0.00497364400246684,0.02,28.0,29.0
0.09747035,0.42886883,0.6976695,0.0,3.3025854,0.005335764167711418,0.0,28.5,29.5
0.1135948,0.42886883,0.72197217,0.02,3.2858016,0.006059380308878314,0.02,29.0,30.0
0.099091806,0.3561464,0.6357036,0.0,3.2954664,0.00575669292669941,0.06,29.5,30.5
0.08508557,0.3250756,0.6808385,0.0,3.3064117,0.006416771683588479,0.02,30.0,31.0
0.09669832,0.39018834,0.9240901,0.0,3.2946901,0.004795548795816202,0.0,30.5,31.5
0.11823864,0.46651706,0.81306136,0.04,3.2752476,0.004417406143097506,0.0,31.0,32.0
0.10203551,0.44396523,0.6779423,0.0,3.281154,0.00545516030290937,0.02,31.5,32.5
0.10110657,0.3683188,0.40040824,0.0,3.2478173,0.006752593988509438,0.02857142857142857,32.0,32.7
