VSTD,VDR,VU,LSTER,Energy_Entropy,ZSTD,HZCRR,Start Time (s),End Time (s)
0.24221952,0.9567649,1.6480314,0.44,2.7723396,0.20615269617681828,0.32,0.0,1.0
0.24934593,0.9544378,1.5773315,0.46,2.8467708,0.19894039667904656,0.28,0.5,1.5
0.30090797,0.9544378,1.0039886,0.6153846153846154,2.4789608,0.11203006523301033,0.19230769230769232,1.0,1.527
